gene,gene_name,zscore,effect_size,pvalue,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model
ENSG00000072840.8,EVC,-0.7781377389689631,-0.07682320959605293,0.4364878166098185,0.049240517057568566,0.088252392110925,3.9395737600726e-08,NA,43,54,54
ENSG00000249506.3,ZEB2P1,0.7781149254417916,0.1255727818758853,0.43650126449704174,0.01734417947416652,0.0446702984356458,0.000112845981081817,NA,22,29,29
ENSG00000265681.2,RPL17,0.7779381632817709,0.09607006878724997,0.4366054685573698,0.038243575193459334,0.0460864539347794,9.67149921461484e-05,NA,26,34,34
ENSG00000166667.8,SPDYE6,0.777907345680611,0.06482918239348937,0.4366236374826815,0.10549877140709073,0.0438732690291628,0.00014255885083412,NA,46,57,57
ENSG00000177082.8,WDR73,0.7777968255987929,0.06777725304578348,0.43668879964408824,0.041462578777284695,0.0657687787733817,1.83208769644331e-06,NA,16,24,24
ENSG00000259711.1,CTD-3032H12.2,0.777767999480042,0.21074636265300056,0.43670579631989126,0.006926693732571654,0.0155899641930391,0.0235571359350497,NA,14,17,17
ENSG00000214867.3,SRSF9P1,0.7776612486596947,0.46364635669062787,0.43676874287065703,0.0017386477910976282,0.0187762279409727,0.013370723903589,NA,7,9,9
ENSG00000131558.10,EXOC4,0.7775949661354552,0.06741999960899123,0.4368078295679686,0.05631547617265596,0.114473871265373,1.61449830239152e-10,NA,30,34,34
ENSG00000187905.6,AC002472.13,-0.7775149868504335,-0.11130111762027395,0.4368549959050365,0.04934480558768105,0.124213283866407,2.87197326408303e-11,NA,3,3,3
ENSG00000101546.8,RBFA,0.777488409722513,0.17388001310098145,0.4368706699349203,0.010971951315908925,0.0521498816391859,2.71633683049126e-05,NA,4,5,5
ENSG00000178773.10,CPNE7,0.777123539542377,0.08156620723699344,0.4370858871832951,0.04452212235065045,0.0158434458277022,0.0220380361707663,NA,33,42,42
ENSG00000197045.8,GMFB,-0.7766682023636627,-0.11409296329050768,0.4373545516441011,0.025956171479832025,0.0147520074939711,0.0284100825797756,NA,17,25,25
ENSG00000251402.3,FAM90A25P,-0.7759924308577671,-0.10322117870588247,0.4377534550389598,0.03292945781646243,0.0711647887614984,7.69555602993569e-07,NA,45,71,71
ENSG00000104951.11,IL4I1,0.7758562512721512,0.9644287070433878,0.4378338662697322,0.00026797186100783685,0.0159556622816464,0.022120706748993,NA,4,7,7
ENSG00000063854.8,HAGH,0.7757949052780254,0.028246015295497577,0.43787009258721377,0.25548192842320205,0.327952321457325,9.02501215735993e-32,NA,48,50,50
ENSG00000021826.10,CPS1,-0.7757549614003123,-0.07230404204507182,0.4378936813556602,0.046880260824933725,0.105890220645676,1.55905770290698e-09,NA,26,35,35
ENSG00000104613.7,INTS10,0.7756302336506535,0.12350722465497808,0.4379673437564575,0.026178001669697738,0.0138310118964338,0.033720166806687,NA,28,32,32
ENSG00000169251.8,NMD3,-0.7754179814201522,-0.1337149069434832,0.43809271322924903,0.011820466757142621,0.0328973778549187,0.000934954616054343,NA,17,21,21
ENSG00000152969.12,JAKMIP1,-0.7753018857803641,-0.17203333946172752,0.4381612953222822,0.01879527960173995,0.0630700978534439,4.24473376160425e-06,NA,15,20,20
ENSG00000100239.11,PPP6R2,0.775080824950241,0.07945099115487955,0.43829190139846497,0.04459571609453297,0.0703137367004563,1.21468972591729e-06,NA,7,11,11
ENSG00000065000.11,AP3D1,0.7749503416554814,0.058571649517641676,0.4383690034029665,0.06972820786490233,0.133907986563006,6.89185135912985e-12,NA,15,16,16
ENSG00000231952.3,DPY19L1P2,-0.7749440750952359,-0.08669560447795838,0.4383727064820505,0.02799765934775726,0.0772837031221331,2.34739768666455e-07,NA,15,17,17
ENSG00000178538.5,CA8,0.7747667145191803,0.046519676732069214,0.43847752107612703,0.13859855285404932,0.256561404729385,9.19031919620582e-24,NA,21,26,26
ENSG00000253641.1,RP11-981G7.2,0.7744166852911617,0.06304786547950864,0.43868441974564065,0.10810657314379435,0.047968239344647,5.37426232990939e-05,NA,38,42,42
ENSG00000172345.9,STARD5,-0.7737502989826653,-0.3029719366495924,0.4390784688605692,0.00449942105530848,0.01324144994147,0.0368778610574273,NA,7,9,9
ENSG00000213853.5,EMP2,0.7734814356506169,0.07226351540699356,0.4392375113001584,0.06067450665712076,0.0656657390505045,2.48597597587971e-06,NA,18,20,20
ENSG00000125337.12,KIF25,0.7733241642346144,0.06744401649517745,0.43933055839662283,0.07062476855942104,0.109531066291019,6.41294293296103e-10,NA,13,14,14
ENSG00000135297.11,MTO1,0.7732358270445926,0.05214704903431279,0.4393828266338813,0.11856677473941571,0.097994435835154,3.91837580285788e-09,NA,84,93,93
ENSG00000239650.3,GUSBP4,-0.7731330697360248,-0.08586506189298292,0.43944363160406186,0.06350771788221159,0.0378022585383013,0.000397837975612719,NA,21,27,27
ENSG00000116127.13,ALMS1,0.7730437514822537,0.12505147436834213,0.43949648815607745,0.021416889607879325,0.0525334582241744,3.06848086367331e-05,NA,17,20,20
ENSG00000104901.2,DKKL1,-0.7730188782259072,-0.04487499710805229,0.4395112082445617,0.13037173792456502,0.222162852689994,5.12846382177311e-20,NA,29,35,35
ENSG00000102683.6,SGCG,-0.7729737500618418,-0.06008055385331306,0.4395379159876981,0.11447068913285982,0.140349281569177,1.10275707345996e-12,NA,41,49,49
ENSG00000162714.8,ZNF496,-0.7728688197691962,-0.033551503152304395,0.4396000194189432,0.20635971049421578,0.321996738695899,3.40667921338728e-31,NA,10,10,10
ENSG00000049247.9,UTS2,0.772656797041377,0.04499792937056743,0.4397255213246277,0.11685018233915978,0.206662429018004,8.28870354238035e-19,NA,34,38,38
ENSG00000109686.12,SH3D19,0.7725589633570022,0.1861065007986536,0.4397834386238575,0.006799819491472866,0.0139360041346565,0.0333226521550335,NA,9,11,11
ENSG00000178222.8,RNF212,0.7725525087600655,0.04856090461157813,0.43978725988322276,0.0909786854032413,0.0979882860940536,4.08411985580699e-09,NA,39,44,44
ENSG00000158163.10,DZIP1L,0.7725421889672299,0.060387651210941536,0.43979336946077263,0.06701418672324248,0.0817613435460599,1.2449233169735e-07,NA,22,29,29
ENSG00000171130.13,ATP6V0E2,0.7725081594819827,0.04506426290891105,0.4398135161191419,0.14377247209312888,0.247948414377722,1.38976575808486e-22,NA,7,7,7
ENSG00000162769.8,FLVCR1,0.7722106257204808,0.07062343778792182,0.43998968918361847,0.052061203595421886,0.0412777726843166,0.000206212760265791,NA,28,31,31
ENSG00000236682.1,AC068282.3,0.7720944417711738,0.024743018837367556,0.4400584939887432,0.362891590216562,0.559453913777944,1.92910249038785e-67,NA,10,14,14
ENSG00000156110.9,ADK,0.772041162184872,0.038080000536434754,0.4400900485314656,0.20574406225761482,0.273434174554543,2.45326421330472e-25,NA,46,49,49
ENSG00000241527.1,CA15P1,-0.7719590049085455,-0.08131263939683116,0.44013870827160295,0.05142866230497468,0.110570869557431,5.88277700867238e-10,NA,30,32,32
ENSG00000242441.3,GTF2A1L,-0.7717802397814946,-0.04031157527542043,0.4402445971359682,0.14992693145237354,0.243671728387712,2.60878069762516e-22,NA,21,25,25
ENSG00000138621.7,PPCDC,-0.7716637110733713,-0.08403039991073082,0.4403136290491638,0.04108949953250258,0.054229310368239,1.63826555611139e-05,NA,32,35,35
ENSG00000198848.8,CES1,0.7713798022686806,0.12465567380901973,0.44048184335758744,0.03314933998655449,0.136273376999028,3.30995227771205e-12,NA,17,33,33
ENSG00000226792.2,LINC00371,-0.770999612196046,-0.06441143279360342,0.4407071614575684,0.08792482025439595,0.162483572482303,1.52582141090744e-14,NA,25,29,29
ENSG00000166582.5,CENPV,-0.7705792744419407,-0.11332665559502841,0.4409563498050071,0.032093937266504974,0.093397324037528,1.35361072885554e-08,NA,7,7,7
ENSG00000177000.6,MTHFR,0.7703370451927185,0.413964497804869,0.4410999869577408,0.0012163897725996065,0.062752651623086,4.09959491032445e-06,NA,1,4,4
ENSG00000124523.10,SIRT5,0.7701653148839105,0.12217332837097533,0.44120183587184425,0.022079554007480275,0.0184913890477091,0.0125623691597042,NA,21,24,24
ENSG00000182512.4,GLRX5,0.7701283444265882,0.057131765620515314,0.44122376387977513,0.0709847658634768,0.222228260093468,1.37167694606922e-20,NA,24,31,31
ENSG00000138101.14,DTNB,0.7698312401771544,0.23109851644957793,0.44140000574590155,0.007997940919883149,0.055365282298401,1.48473805935937e-05,NA,1,1,1
ENSG00000138085.12,ATRAID,-0.769824994066057,-0.05653805658589394,0.4414037113638335,0.06961634811430231,0.207402175939848,2.52734248249623e-19,NA,20,25,25
ENSG00000148218.11,ALAD,0.7695099606363678,0.06947729522159227,0.44159063373290686,0.06704211592123385,0.0675000664719101,1.99690312463069e-06,NA,29,34,34
ENSG00000156253.2,RWDD2B,-0.7694151608424116,-0.06515499850940457,0.4416468912442305,0.048357310088215824,0.119425401229223,9.55539848015749e-11,NA,11,12,12
ENSG00000168813.12,ZNF507,-0.7693278410158407,-0.08482827527401542,0.4416987135121523,0.03002500189067008,0.0805518680575166,8.7584779203069e-08,NA,9,15,15
ENSG00000100288.15,CHKB,-0.7693172072202127,-0.05370117158621746,0.441705024658114,0.11021057063411883,0.235463276921123,1.9604493532874e-21,NA,21,25,25
ENSG00000255753.1,RP11-22B23.2,0.7687561829946914,0.05681180203153733,0.44203806512678046,0.08351403117774213,0.164156654890228,1.17797722061329e-14,NA,23,30,30
ENSG00000228221.1,LINC00578,0.7685230728847757,0.08650898511622879,0.44217648839116097,0.06572169658587006,0.075889951031887,2.20438699890229e-07,NA,35,36,36
ENSG00000214021.11,TTLL3,-0.7681475344444454,-0.07577054992692317,0.4423995392724248,0.03902682854859372,0.0822319926811166,7.87240217556746e-08,NA,19,22,22
ENSG00000166851.10,PLK1,0.7681279099137123,0.39646506396609366,0.44241119702270515,0.00278038984556167,0.0277357456929727,0.00270970272163142,NA,3,3,3
ENSG00000112339.10,HBS1L,0.7675325528002018,0.14425915972476355,0.4427649463068998,0.012929221130062049,0.0695251184035438,9.41088687954182e-07,NA,6,7,7
ENSG00000167383.4,ZNF229,0.7675192319148463,0.13564032779050827,0.44277286315991815,0.01774767526264816,0.0355294878563456,0.000598404016663211,NA,16,19,19
ENSG00000196565.8,HBG2,-0.7674472318570998,-0.053488498121588256,0.4428156555511874,0.08294687395676453,0.16992623946935,4.51774498247497e-15,NA,27,31,31
ENSG00000135842.12,FAM129A,-0.7670435254569884,-0.11069594544671499,0.4430556375199568,0.02881603446203644,0.0960353345089931,7.82445225953952e-09,NA,21,27,27
ENSG00000254789.1,RP11-531H8.2,-0.7669074071436154,-0.1440997640940584,0.4431365693683702,0.021088985651859925,0.0323219840455472,0.000884642682986838,NA,17,19,19
ENSG00000164825.3,DEFB1,-0.7668364082303022,-0.1421973666286753,0.4431787865361334,0.02043238855043917,0.10991070556291,6.92094488036759e-10,NA,15,20,20
ENSG00000273008.1,RP11-351D16.3,-0.7660013080935972,-0.088551484836912,0.4436755238506511,0.02881547145009352,0.0475671904226471,7.47282766872371e-05,NA,20,23,23
ENSG00000167766.14,ZNF83,0.7658392024855091,0.045062419018494296,0.4437719849443348,0.14012950449258138,0.409333984497813,5.40987516928609e-42,NA,34,43,43
ENSG00000171067.6,C11orf24,0.7656913793922322,0.09900381656118393,0.4438599576540653,0.02398138684179722,0.0743955794318132,4.75580125124091e-07,NA,9,11,11
ENSG00000176887.5,SOX11,-0.7656707143179275,-0.14392613010309296,0.4438722566786628,0.023789292437993968,0.071808365703275,8.25395488605136e-07,NA,28,42,42
ENSG00000213123.6,TCTEX1D2,0.7655550056697774,0.1661617006949875,0.44394112542727937,0.009300930272463794,0.0173839391272906,0.0167693380343665,NA,6,6,6
ENSG00000185742.6,C11orf87,-0.765178553661226,-0.07819476335911235,0.4441652284934776,0.0662604993499647,0.0358569052111012,0.000532539442719803,NA,41,42,42
ENSG00000232372.1,RP11-504P24.2,-0.7651201486587524,-2.3894405428670913,0.44420000296106443,0.0001003048469782353,0.0123357470187055,0.0441460320117725,NA,1,2,2
ENSG00000178462.7,TUBAL3,-0.7650755734429932,-0.07699242222486402,0.4442265441886747,0.06623413424284624,0.131664103973815,1.14438972259507e-11,NA,18,18,18
ENSG00000005955.8,GGNBP2,-0.7646352194525076,-0.04470307183162221,0.4444887908935965,0.09389039216254665,0.0564821705688828,1.31003162547308e-05,NA,47,56,56
ENSG00000261069.2,SNORD116-20,-0.7645050055457713,-0.10151881243643811,0.4445663548975691,0.0430435192572657,0.0725294830285714,7.76429113633393e-07,NA,24,28,28
ENSG00000183748.4,MRC1L1,0.7643144965483856,0.043397778514995204,0.44467984855308285,0.20029178854771307,0.430249288888498,3.97236390404792e-45,NA,37,41,41
ENSG00000205578.4,POM121B,0.7642797618925745,0.13784453034266878,0.4447005431264881,0.01696387421395048,0.0420794920184512,0.000203220836743586,NA,14,19,19
ENSG00000152475.6,ZNF837,-0.76387793984314,-0.13682953392711006,0.44493998476985563,0.019112361089991564,0.0555752212003985,1.60869304739121e-05,NA,9,12,12
ENSG00000116171.12,SCP2,0.7636832888354707,0.11162959485370526,0.44505600174108984,0.028595499563617174,0.0533316977759717,2.63687058285683e-05,NA,17,22,22
ENSG00000233232.2,NPIPB7,-0.7635177406905975,-0.11768147886533813,0.44515468623510246,0.0154168566391091,0.0545394702723178,1.96995703348053e-05,NA,11,11,11
ENSG00000129566.8,TEP1,-0.7624745321882817,-0.07418106405233701,0.4457768376016199,0.06881598644458232,0.136142247154737,1.56350429312158e-12,NA,16,21,21
ENSG00000015532.5,XYLT2,0.7624170029617705,0.10149179253325737,0.4458111614355239,0.03141121127953461,0.0493867198423743,4.49493675231817e-05,NA,21,24,24
ENSG00000188493.10,C19orf54,0.7621397575640961,0.15591623731014853,0.44597659629312747,0.013307738945167149,0.0667799512026068,1.18002837226377e-06,NA,3,4,4
ENSG00000185339.4,TCN2,0.7620489735143101,0.06063941106642587,0.4460307755620593,0.054598462289507425,0.115240179027021,2.01777979243943e-10,NA,27,36,36
ENSG00000144134.14,RABL2A,-0.7619259250929538,-0.06481101615441133,0.4461042159595029,0.1053910276953872,0.154525316562113,1.1436279950109e-13,NA,36,39,39
ENSG00000152061.17,RABGAP1L,-0.7614674114739639,-0.0720284684906278,0.4463779365192527,0.05856376156621356,0.170535849799034,2.27541245573751e-15,NA,30,37,37
ENSG00000268186.1,CTC-241F20.4,0.7611520120822038,0.06466814843391643,0.44656627714321706,0.0798743399582657,0.0821358887330253,1.09193024757915e-07,NA,23,30,30
ENSG00000160352.11,ZNF714,-0.7606218133883015,-0.13992449810185928,0.4468829869839799,0.022174121305484115,0.0407886062723866,0.000248731068992474,NA,15,15,15
ENSG00000166548.11,TK2,-0.7603817357391192,-0.031160444188557075,0.44702643741987236,0.12898132580889976,0.183029364847196,2.24064619329149e-16,NA,22,24,24
ENSG00000167981.4,ZNF597,0.7602175477934031,0.18859576151441695,0.44712455756086844,0.009407967851950222,0.0298102718913019,0.00166591984196523,NA,5,7,7
ENSG00000134317.13,GRHL1,-0.7600268304950155,-0.09888373932098943,0.4472385472495275,0.022574728035737415,0.0521930382688709,2.82957262953157e-05,NA,15,20,20
ENSG00000111344.7,RASAL1,-0.759668052977839,-0.09809123432664546,0.44745302951248944,0.024207004140846387,0.0451164572132378,0.000107262997331753,NA,22,24,24
ENSG00000160593.13,AMICA1,-0.759644899268629,-0.22022036483674604,0.44746687313501665,0.004709687380590952,0.0804409957774491,1.95056805500062e-07,NA,2,4,4
ENSG00000129472.8,RAB2B,-0.7595049034707462,-0.08802152361273001,0.44755058192909736,0.08085535090951536,0.0685332374835504,1.36229283580646e-06,NA,36,44,44
ENSG00000127720.3,METTL25,0.7593763851775904,0.03994557133412988,0.447627435724378,0.12727526624483626,0.0293038024584268,0.00147846381997341,NA,93,101,101
ENSG00000153561.8,RMND5A,0.7593158241939789,0.11917389633709219,0.44766365372481454,0.021607917822665898,0.0278930852382223,0.0025907762767095,NA,12,17,17
ENSG00000188375.3,H3F3C,-0.7591772440408172,-0.0760606082715002,0.44774653671684816,0.06343328903026442,0.0735999013150107,5.00149597676819e-07,NA,28,28,28
ENSG00000126088.8,UROD,0.7591705858943865,0.051132122884178045,0.4477505190874195,0.13165540060732622,0.116633027289172,1.80447472863919e-10,NA,43,51,51
ENSG00000171444.13,MCC,-0.758680579528771,-0.07138456128971242,0.4480436569459044,0.06007627473114413,0.154750254039606,8.05989305451741e-14,NA,34,47,47
ENSG00000161999.7,JMJD8,0.7586697183865957,0.0776083093275906,0.44805015567177775,0.07381162159069836,0.147739074885131,4.04824553916368e-13,NA,11,12,12
ENSG00000164171.6,ITGA2,0.7586470452601631,0.030379439893090724,0.44806372222908375,0.22897273763749207,0.36387559076303,7.85393290226773e-36,NA,15,15,15
ENSG00000158825.5,CDA,0.7586104027579261,0.11183422921456379,0.44808564791246586,0.016852219323580504,0.0307427002801633,0.00146151177713807,NA,3,3,3
ENSG00000148814.13,LRRC27,0.7580715055589006,0.05586983649456054,0.4484081768845708,0.07717319195146793,0.261685868351987,2.44277430311694e-24,NA,15,18,18
ENSG00000123416.11,TUBA1B,0.7574903848124451,0.3766638482071085,0.44875612425063893,0.0015818241240154534,0.0160749638420668,0.0206983545411365,NA,3,6,6
ENSG00000117597.13,DIEXF,0.7574292851365598,0.08532385108388496,0.44879271672160714,0.03517160020926825,0.0600239371063607,6.70693473455952e-06,NA,29,37,37
ENSG00000183444.10,OR7E38P,-0.7573321317344865,-0.062495706793276457,0.44885090518271964,0.10069379973879374,0.150957195159652,9.39017137063774e-14,NA,14,19,19
ENSG00000163807.4,KIAA1143,-0.7573177135537128,-0.08882597094796024,0.4488595410840922,0.029276436097370885,0.128993770685048,6.49392295994469e-12,NA,11,15,15
ENSG00000145040.3,UCN2,-0.7570574645702979,-0.19409639548162705,0.44901543580679104,0.006245241126091496,0.0156961215912153,0.0240025000054945,NA,4,4,4
ENSG00000164935.2,DCSTAMP,0.7566936347349751,0.0381292056555357,0.4492334291701727,0.2372467657290077,0.430592892091437,2.02605895077019e-45,NA,41,48,48
ENSG00000230869.1,CTGLF10P,-0.7564151417692787,-0.1068952948482908,0.44940033239894106,0.03244443085222547,0.0621371142281767,4.90700501853052e-06,NA,24,27,27
ENSG00000083444.12,PLOD1,0.7562432540917997,0.07884555884259684,0.44950336371120436,0.07361471649795487,0.0539783718996881,2.3578849176916e-05,NA,73,85,85
ENSG00000109265.8,KIAA1211,0.7560778340371674,0.1304993931754099,0.4496025309085011,0.01891069722204244,0.0384259434899969,0.000310826516613663,NA,16,17,17
ENSG00000101421.3,CHMP4B,-0.7556175970894289,-0.16139493784039216,0.44987850230366966,0.013947983971047774,0.0308746348198357,0.00121827810342525,NA,6,7,7
ENSG00000153487.11,ING1,-0.7554171880709588,-0.133076538074906,0.4499987033530003,0.033064848621765064,0.0261932862882782,0.00351172796160287,NA,27,31,31
ENSG00000186998.11,EMID1,-0.7553595982515403,-0.05194524284512848,0.45003324786312005,0.0803880495881715,0.089556437487024,2.57294942957527e-08,NA,28,30,30
ENSG00000142082.10,SIRT3,0.7552481100974032,0.0787185154203436,0.4501001268643834,0.04239240066708058,0.104483595406909,1.85721847919827e-09,NA,30,39,39
ENSG00000166529.10,ZSCAN21,-0.7551359910166217,-0.06779879873354648,0.45016739002244543,0.04532536197577227,0.106694401755316,9.36939401017963e-10,NA,13,15,15
ENSG00000111906.13,HDDC2,0.7547610599517522,0.0500746577185135,0.45039236230114355,0.09025690536939432,0.34662077804507,2.33716857780902e-34,NA,28,36,36
ENSG00000122417.11,ODF2L,-0.7547184710885417,-0.05659097794036261,0.4504179211957766,0.0726512570335098,0.157955411840173,5.06309671957361e-14,NA,22,24,24
ENSG00000226004.1,RP11-10J5.1,0.7545583231437936,0.2044590383869361,0.4505140382856442,0.00796066242160844,0.0225590238885073,0.00576305183447472,NA,4,4,4
