gene,gene_name,zscore,effect_size,pvalue,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model
ENSG00000174606.8,ANGEL2,-0.8112668945650436,-0.16731202466757172,0.41721241722155955,0.020558634496773413,0.154079439600604,4.52503502765351e-14,NA,14,17,17
ENSG00000073849.10,ST6GAL1,0.8111293039463948,0.1361655928281688,0.41729141898811806,0.017881264335274188,0.0344544836116534,0.000759378040835913,NA,21,23,23
ENSG00000147570.5,DNAJC5B,-0.8111190604856019,-0.09103319314749043,0.4172973009299943,0.014370786986620851,0.0235696605347105,0.00552433212365963,NA,11,12,12
ENSG00000204957.1,AC006486.1,0.8110382943874184,0.2369806354131135,0.4173436796919192,0.004785145999056698,0.0156545975845163,0.0235254929437454,NA,2,4,4
ENSG00000257941.1,RP11-290L1.4,-0.8108776140993198,-0.1612599541807865,0.417435957054077,0.013993559525513281,0.0186082582170448,0.0132638984652583,NA,10,11,11
ENSG00000233265.1,MICF,0.8106484671525603,0.04291112798070883,0.4175675750529707,0.17300005166163804,0.388376508756122,3.25707412173566e-40,NA,40,47,47
ENSG00000064655.14,EYA2,-0.8105086374381231,-0.11107321832220879,0.41764790280850206,0.02127426471112557,0.0991571941382177,3.76381541672804e-09,NA,11,12,12
ENSG00000145390.7,USP53,0.8102286209938725,0.06395251776494618,0.41780879078417643,0.05980767376600896,0.177971237681977,1.43924181107297e-16,NA,18,22,22
ENSG00000170956.12,CEACAM3,0.8102253168749103,0.12960025334324066,0.4178106894370812,0.026689152581218713,0.0478240617511244,5.83931400390905e-05,NA,14,16,16
ENSG00000165661.11,QSOX2,-0.810164424708528,-0.1757718408560603,0.4178456809421106,0.027368553650037233,0.0379267624167568,0.000401435794313099,NA,20,24,24
ENSG00000165917.5,RAPSN,0.810074985396311,0.1265409911422323,0.41789708011077487,0.019459875999919947,0.0291626121297052,0.00171112951984422,NA,21,26,26
ENSG00000162461.7,SLC25A34,0.8099126324609933,0.037048105630456234,0.41799039094656065,0.1923498558627051,0.273454072319627,7.18488860655682e-26,NA,17,19,19
ENSG00000178105.5,DDX10,-0.809846962189545,-0.07689062531859187,0.4180281378082412,0.04002180514878815,0.0185107550664815,0.0126722663721138,NA,25,27,27
ENSG00000173295.3,FAM86B3P,0.8097927500453121,0.08766218448367735,0.41805930012268355,0.059393283496743984,0.154953293283929,4.50238088558991e-14,NA,17,21,21
ENSG00000100196.6,KDELR3,-0.8093628388416799,-0.0761059705186575,0.4183064708313853,0.0829612484361053,0.0829643877462968,1.08167925309552e-07,NA,42,48,48
ENSG00000125656.4,CLPP,0.8092102337085681,0.12708700035235937,0.41839422944813465,0.013960700334570177,0.0133936024809148,0.0360455077368946,NA,4,4,4
ENSG00000127054.14,CPSF3L,-0.8091972487891578,-0.08540669202272141,0.41840169718461584,0.04788918973213782,0.0397164067414591,0.000293229685148731,NA,32,42,42
ENSG00000234009.1,RPL5P34,-0.8090028063071798,-0.13368944157691628,0.4185135320778811,0.033813396304811616,0.0143985159616453,0.0315151769075938,NA,26,27,27
ENSG00000184908.13,CLCNKB,0.8084106165374522,0.09162453295108504,0.41885424236226065,0.038721287653380475,0.0928947885170332,5.67045696616465e-09,NA,17,22,22
ENSG00000080166.11,DCT,-0.8083109674637898,-0.0649262908353528,0.41891159046798243,0.09891304036174886,0.0758854824798197,3.62646575604831e-07,NA,46,48,48
ENSG00000137709.5,POU2F3,-0.808204845737494,-0.14892210561528063,0.41897266866868876,0.024489212668458746,0.0361460378176637,0.000512572054266243,NA,25,33,33
ENSG00000171109.14,MFN1,0.8079721496903532,0.05638051133708546,0.41910661486774314,0.1278201814946762,0.221194618392693,2.29190891456607e-20,NA,26,30,30
ENSG00000224034.1,RP11-445P17.8,-0.807723666150768,-0.10207400405259025,0.41924967658545553,0.0462325303392186,0.11109125108014,6.30718451232683e-10,NA,23,26,26
ENSG00000138119.12,MYOF,0.8075889027084657,0.07090092454367665,0.41932727719424345,0.048566928876028606,0.100042208640178,3.66365682062458e-09,NA,12,13,13
ENSG00000260657.1,RP11-315D16.4,0.8069319033513433,0.08695380515687835,0.41970571699067427,0.044967997372618966,0.114620650324073,2.70912156850817e-10,NA,26,57,57
ENSG00000259847.1,RP11-95H3.1,0.8067106158766099,0.06836054637066918,0.419833226509725,0.04959008647448915,0.112871326840711,3.31487887516695e-10,NA,22,23,23
ENSG00000250742.1,RP11-834C11.4,-0.8055279503629478,-0.07509238943385833,0.42051508391818593,0.09443708650166055,0.0684143624920214,1.37568833743718e-06,NA,36,41,41
ENSG00000107614.17,TRDMT1,0.8054671390393416,0.04871477791100194,0.4205501618256452,0.09105836369754078,0.159358896868576,9.6544639926962e-15,NA,13,13,13
ENSG00000005156.7,LIG3,0.8051376796281907,0.03668558161857083,0.4207402343722896,0.21705545391735678,0.303001794426432,1.14501476646723e-28,NA,48,50,50
ENSG00000206028.1,CTA-373H7.7,0.8050283195586602,0.42248037057236276,0.4208033378042484,0.0020402889777909917,0.0468356926690112,6.85921981965347e-05,NA,15,19,19
ENSG00000100997.14,ABHD12,-0.8049644654654207,-0.052881575809343995,0.42084018574513615,0.05539657757008047,0.108934718738831,8.22951872961847e-10,NA,31,36,36
ENSG00000130714.11,POMT1,0.8049251848833613,0.17160523660840335,0.42086285412199087,0.012240220116575936,0.0514839975426631,2.57181115963941e-05,NA,9,11,11
ENSG00000009830.7,POMT2,0.8048282800779931,0.05564652685606048,0.42091877984741355,0.06729895695964135,0.0927335690125052,1.5642111811899e-08,NA,27,33,33
ENSG00000268225.1,CTD-2331H12.5,0.804745352393288,0.0654262306817171,0.42096664255705496,0.09072097180981185,0.128948446148916,1.66163045050105e-11,NA,23,30,30
ENSG00000197978.8,GOLGA6L9,-0.8038029853798877,-0.04843527732517801,0.4215107653667238,0.10708101140596342,0.0359677005645162,0.000510596115505824,NA,56,60,60
ENSG00000198624.8,CCDC69,-0.8037853914788587,-0.283851724028435,0.4215209280083224,0.00619918925576561,0.0547687636857239,1.56307600104275e-05,NA,8,13,13
ENSG00000152760.5,TCTEX1D1,0.8034688787734333,0.05638702646115202,0.4217037775693785,0.09581089786954194,0.235288301020398,7.44127126906986e-22,NA,24,28,28
ENSG00000182903.11,ZNF721,0.8034084536494371,0.07118284615899761,0.42173869048307666,0.05011796385142642,0.0230620349281142,0.00608469296778234,NA,31,37,37
ENSG00000266714.2,MYO15B,-0.8033364783618833,-0.07342215385950888,0.42178027915494776,0.07027571257739798,0.139650988331683,3.73684206596184e-13,NA,9,10,10
ENSG00000051009.6,FAM160A2,-0.8030678782742737,-0.055527841298167284,0.42193550255763945,0.10250233033674569,0.186847892917734,3.19377647123189e-17,NA,37,40,40
ENSG00000003137.4,CYP26B1,-0.8027913239831109,-0.14376015428311584,0.422095357665188,0.02154858496959525,0.0327360453765251,0.00105714094383684,NA,23,28,28
ENSG00000100558.4,PLEK2,0.8023562150471085,0.07063769985681283,0.4223469330647651,0.07261785088217781,0.130749538111469,5.31641420516897e-12,NA,24,26,26
ENSG00000253369.1,RP11-1081M5.1,0.8022556205253135,0.24718811129978374,0.42240510825942035,0.006404181374129138,0.0783503759557174,2.74874247357495e-07,NA,5,7,7
ENSG00000102805.9,CLN5,0.8021652911327273,0.1237153208794854,0.422457350989622,0.023762200314379,0.0124352486995195,0.0433500153532084,NA,13,16,16
ENSG00000182685.3,BRICD5,-0.8021083165359638,-0.10994680205836181,0.4224903046524817,0.02918796951964738,0.108487836637511,3.75893371435353e-10,NA,16,28,28
ENSG00000172183.10,ISG20,-0.8019868040221481,-0.22306177279191994,0.4225605915747833,0.00886897325088867,0.0423988823498469,0.000175188532313764,NA,13,20,20
ENSG00000219435.3,TEX40,0.8015936539893561,0.12196158929163363,0.42278804970108486,0.01792825001631798,0.034183441825557,0.000506241397116672,NA,9,10,10
ENSG00000118432.11,CNR1,0.8015729784965514,0.19666785692070088,0.4228000135536478,0.006778073487912145,0.0285603120520812,0.00199496627503688,NA,1,1,1
ENSG00000229214.1,LINC00242,-0.8014121520119177,-0.21146440247193993,0.4228930824025009,0.008096659970091305,0.0676053022090433,2.00968488469037e-06,NA,16,21,21
ENSG00000235117.2,RP11-229P13.20,-0.8013699026975682,-0.18687850756990598,0.42291753369269547,0.012245589738131706,0.0560818442809555,1.49586021089202e-05,NA,7,8,8
ENSG00000138669.5,PRKG2,-0.801274079985951,-0.1380483613471633,0.4229729930199839,0.02685257293265185,0.0811987613282306,1.34313380921029e-07,NA,10,12,12
ENSG00000108443.9,RPS6KB1,0.8012595879403361,0.14271050501578586,0.4229813809544345,0.013415405685358268,0.0290817908083536,0.00181158016815865,NA,14,16,16
ENSG00000261455.1,LINC01003,-0.8008193121965995,-0.11374620340862567,0.42323625711060575,0.03846482465597391,0.110403415940348,2.03092742159533e-10,NA,22,27,27
ENSG00000108239.8,TBC1D12,0.8005917740871186,0.0847948687419937,0.42336801442481975,0.052659689458659564,0.0313156117025754,0.00133204277162979,NA,39,41,41
ENSG00000188321.9,ZNF559,-0.8003913696766003,-0.02673121613751604,0.423484079687936,0.37931727211698607,0.496333649383942,1.84441891747344e-55,NA,19,33,33
ENSG00000206127.6,GOLGA8O,-0.8002168300696552,-0.09670530711448949,0.4235851803839634,0.04368032872646038,0.137633583425497,2.78358972926445e-12,NA,15,17,17
ENSG00000104856.9,RELB,-0.8002055114927775,-0.12753409863541915,0.4235917370682811,0.018571041261158647,0.0119215821347865,0.0497102162755961,NA,19,24,24
ENSG00000233836.3,RP11-255H23.2,-0.8001229860145345,-0.10770773688467378,0.42363954465321874,0.021327177659701605,0.0684350488116715,1.5649323681443e-06,NA,8,10,10
ENSG00000105281.8,SLC1A5,0.7997319366751756,0.2725078512610747,0.42386612518104905,0.004997230984857354,0.0177714692123285,0.0138555728966144,NA,3,5,5
ENSG00000175928.5,LRRN1,-0.7993190128728771,-0.0667628844450748,0.4241054570663909,0.03507540647717497,0.117015835798489,1.59170273277608e-10,NA,19,22,22
ENSG00000118507.11,AKAP7,-0.7990826021833913,-0.14355081746482137,0.42424251698378235,0.012074137821905894,0.0220115910906691,0.00706826510943323,NA,11,12,12
ENSG00000228704.1,RP11-138M12.1,-0.7982710451058281,-0.11772429705666859,0.42471321701911036,0.018611903562246436,0.01810642489079,0.014809629645325,NA,16,17,17
ENSG00000101439.4,CST3,-0.7981649571806196,-0.07405187545694715,0.4247747701606569,0.06170332453503714,0.111275914629539,4.42938562079538e-10,NA,37,41,41
ENSG00000167081.12,PBX3,-0.7980771403573317,-0.08716019535786838,0.4248257261922108,0.03282612815175931,0.099590158955501,3.78521869862577e-09,NA,14,15,15
ENSG00000142794.14,NBPF3,-0.7980182893945109,-0.028301360686365594,0.42485987667638736,0.4491501932306422,0.620299227374773,9.03260138400314e-82,NA,37,44,44
ENSG00000089916.13,GPATCH2L,-0.7978929230261874,-0.08429932942633231,0.4249326305732265,0.05434016172427587,0.0587924133198197,9.1117028718837e-06,NA,20,24,24
ENSG00000162402.8,USP24,-0.7978186716361259,-0.07290277960490779,0.4249757243333314,0.04765252544529261,0.144495631681126,8.89328063663315e-13,NA,12,13,13
ENSG00000125629.10,INSIG2,-0.7977673893273534,-0.07636134845055004,0.4250054888694603,0.046904736121318596,0.104534056150193,1.45386350305171e-09,NA,16,20,20
ENSG00000163283.6,ALPP,-0.7973858218406185,-0.11839390088399758,0.4252269909888363,0.016540239360038882,0.015713990144467,0.0240290084784872,NA,7,7,7
ENSG00000143437.16,ARNT,0.7973809311410555,0.06680181629318468,0.42522983050557694,0.07658470960506138,0.0575940668148585,1.10651255871971e-05,NA,38,42,42
ENSG00000118473.17,SGIP1,0.7973228975595523,0.18441403835876838,0.42526352537031464,0.010132055866070178,0.0258352026894481,0.00356986540601823,NA,18,25,25
ENSG00000171916.12,LGALS9C,0.797292023292306,0.13375869903448437,0.42528145190707967,0.024769301463462297,0.172706649767682,1.66273927328239e-15,NA,9,12,12
ENSG00000224769.1,AC069213.1,0.7970982570297077,0.058933161491985034,0.42539396855607214,0.12156762415606642,0.292858423011399,2.32873317417305e-27,NA,36,47,47
ENSG00000242550.1,SERPINB10,0.796802351964542,0.1283074653688027,0.4255658289405765,0.024722271824364053,0.0689866384775192,1.27101816793808e-06,NA,20,22,22
ENSG00000206530.4,WDR52,-0.7966706303016107,-0.04770312438388824,0.42564234534931245,0.09155821822715896,0.12187874500834,4.58474910674422e-11,NA,69,77,77
ENSG00000271948.1,RP11-242F4.2,-0.7965813002269551,-0.1228580842848912,0.42569424128083566,0.017211682625223643,0.0259534110168126,0.003512982499501,NA,10,12,12
ENSG00000173621.8,LRFN4,0.7964783627793971,0.12126404630785602,0.4257540469380925,0.019072828644018505,0.0251712924829431,0.00385817804634359,NA,13,14,14
ENSG00000129007.10,CALML4,-0.7963578805495543,-0.09415466151383171,0.42582405217181707,0.03033113666083828,0.0158235939586826,0.0230832246317433,NA,23,25,25
ENSG00000187984.8,ANKRD19P,0.7962761899514089,0.13451767128390332,0.4258715216601805,0.02582873163174875,0.025787832850552,0.00352876227201311,NA,23,28,28
ENSG00000120586.4,MRC1,-0.7962350755298085,-0.04149708988874018,0.4258954139566008,0.25062190806061935,0.480672017330127,1.05214343101235e-53,NA,44,49,49
ENSG00000162971.6,TYW5,-0.7955931206890784,-0.10101963905313892,0.4262685663788648,0.026430371272104604,0.0281653414885985,0.00250215626026454,NA,26,31,31
ENSG00000184517.7,ZFP1,0.795226585570929,0.05775998564221553,0.4264817096481037,0.09339771020109632,0.110096333553539,5.25932556919798e-10,NA,30,33,33
ENSG00000162585.12,C1orf86,-0.7952163636801552,-0.04320029105797327,0.4264876546546148,0.13440993552228586,0.0831372500035368,9.48437074077005e-08,NA,72,85,85
ENSG00000127589.4,TUBBP1,-0.7951134801298486,-0.04250806479452288,0.4265474939638323,0.20508536641954916,0.290422591079863,1.30312682141497e-27,NA,16,19,19
ENSG00000243927.1,MRPS6,-0.794894353071263,-0.06880073405635694,0.4266749593403101,0.03303114360569067,0.0282939971146649,0.00219211667756887,NA,19,21,21
ENSG00000214357.4,NEURL1B,0.7947717073285181,0.06909527070933755,0.4267463115942748,0.05389145687302144,0.0620340339872133,4.77068827983489e-06,NA,31,34,34
ENSG00000183386.5,FHL3,-0.7946337029167614,-0.06426225221196423,0.42682660745774637,0.10110599429911732,0.271351110962504,5.02622995869396e-26,NA,22,28,28
ENSG00000075142.9,SRI,-0.7946312531916466,-0.11640971080133221,0.4268280328742866,0.02978070752117734,0.0414577218093273,0.000197041702175819,NA,33,39,39
ENSG00000157653.7,C9orf43,0.7946286603293456,0.16546891492066446,0.4268295415807912,0.016937302892772996,0.0185565155084698,0.0127202020184762,NA,9,10,10
ENSG00000226816.2,AC005082.12,-0.7945455322690752,-0.05709317360545401,0.42687791287940746,0.06626633211021155,0.157433257197511,3.43018877988774e-14,NA,43,48,48
ENSG00000131042.9,LILRB2,-0.7942445363151807,-0.14369153985773991,0.4270530858226723,0.02546826790842503,0.0650329509261093,2.08569220241221e-06,NA,11,14,14
ENSG00000143452.11,HORMAD1,-0.793455268609321,-0.0888247586015158,0.4275126209404313,0.03134419624140798,0.0760962195035351,2.74835096285341e-07,NA,12,12,12
ENSG00000187045.12,TMPRSS6,-0.7931676101833732,-0.10205204123578972,0.42768017581071116,0.03669410377059417,0.117762166383708,1.0584586439741e-10,NA,13,21,21
ENSG00000260804.2,RP11-566E18.3,0.7929374938058602,0.050491818082225366,0.4278142411974353,0.10505911477524295,0.146270712807824,4.33078635914112e-14,NA,14,17,17
ENSG00000205047.3,FLJ00104,0.7929305988393622,0.05211588761611117,0.4278182585700028,0.14920443678502376,0.213890499076909,1.50018843685906e-19,NA,19,24,24
ENSG00000180822.7,PSMG4,0.7921866437431084,0.06631127835078164,0.42825185522395803,0.08719980780682399,0.225409605120605,1.55014004205251e-20,NA,29,35,35
ENSG00000105287.8,PRKD2,-0.7919055645305854,-0.052605014221927725,0.42841574214026923,0.06550332656649001,0.0895463331238176,2.17627404209918e-08,NA,38,62,62
ENSG00000228216.1,RP11-367F23.1,0.7916714573761772,0.12209153481746664,0.42855226923059075,0.016173684760709087,0.0175982683127693,0.0165867357798886,NA,20,24,24
ENSG00000117174.6,ZNHIT6,-0.7916682154940751,-0.04814217890177086,0.4285541600156899,0.1319961850832738,0.219349632931694,1.51575953750893e-20,NA,79,92,92
ENSG00000164251.4,F2RL1,0.7916236958020033,0.1006816884882279,0.4285801260314669,0.018473810934772072,0.0974000105318787,7.73800144602914e-09,NA,8,10,10
ENSG00000181031.11,RPH3AL,-0.7915634618453394,-0.08048279684491363,0.42861525881533025,0.07538788495013521,0.14503954106952,6.45641981175067e-13,NA,13,17,17
ENSG00000257877.1,RP3-462E2.3,-0.7908665487194573,-0.11674075538989602,0.42902187056999663,0.01974130803745169,0.0499996020115442,3.91504070072161e-05,NA,7,7,7
ENSG00000135333.9,EPHA7,0.7906129545828371,0.04505537292195668,0.4291698848966282,0.10371104008331389,0.174071099178464,1.873148815414e-15,NA,32,34,34
ENSG00000124784.4,RIOK1,-0.7904783588128075,-0.21799440247366803,0.4292484559551861,0.011957623250263331,0.0531622731314497,2.1696670806239e-05,NA,13,18,18
ENSG00000108950.7,FAM20A,0.7899041212658017,0.07031659505661045,0.42958376435337353,0.057183620665356774,0.123118762489807,4.46242444016815e-11,NA,24,29,29
ENSG00000254997.2,KRTAP5-9,0.7896696336005312,0.10713909229054513,0.4297207299776957,0.0303965583767086,0.0626324196242846,3.94551367509971e-06,NA,24,36,36
ENSG00000153976.2,HS3ST3A1,0.789654051451405,0.15654601931741396,0.42972983250141505,0.014423227595928057,0.0367658311806651,0.000472019528839758,NA,17,19,19
ENSG00000143318.8,CASQ1,0.7892681282685179,0.17937319456496176,0.42995531049852986,0.006978232643347124,0.070270731708364,1.08494461138179e-06,NA,9,11,11
ENSG00000237669.1,HCG4P3,-0.7891385712159033,-0.0391951816368772,0.4300310204058765,0.17942385195007587,0.229802101684266,4.79514461826146e-21,NA,118,135,135
ENSG00000174953.9,DHX36,-0.7888694611515409,-0.2444010660892555,0.4301883063477371,0.010673080350311401,0.0315265278708505,0.00128016266350668,NA,7,9,9
ENSG00000175518.6,UBQLNL,0.78860173396227,0.08233691136213006,0.43034481718204154,0.06209590148447723,0.0451781437326106,0.000111930369149269,NA,74,90,90
ENSG00000179314.9,WSCD1,-0.7885246609608009,-0.4621023381985665,0.4303898794710489,0.0013018770687635583,0.100222465736241,3.41011782212098e-09,NA,2,7,7
ENSG00000137720.3,C11orf1,-0.7879537812185774,-0.1699200015660428,0.4307237411211102,0.01326092658175293,0.01473744363181,0.0290703352826458,NA,9,11,11
ENSG00000132334.12,PTPRE,-0.7875787449061551,-0.11999101188053882,0.43094315145708784,0.017149968773881342,0.0346659124484525,0.000736520276575736,NA,10,12,12
ENSG00000138095.14,LRPPRC,-0.7871029600022114,-0.09644275711863609,0.4312215967776061,0.0466150954089184,0.239898703455671,7.72825924791991e-22,NA,27,34,34
ENSG00000175264.3,CHST1,0.7867187453576788,0.10172607687464835,0.4314465282225276,0.047093663683511464,0.0764674183244371,3.55250788177727e-07,NA,21,22,22
ENSG00000183423.7,LRIT3,-0.7865091786499665,-0.07285457136124218,0.4315692438843307,0.0688738605157003,0.111154761288451,3.81203635084544e-10,NA,32,38,38
ENSG00000225171.2,DUTP6,0.7863687310623974,0.0632174753055397,0.43165149688811455,0.09881172958761772,0.203218031640985,4.91421397262185e-19,NA,25,26,26
ENSG00000108342.8,CSF3,-0.7863595266478596,-0.20455513424904373,0.43165688776244837,0.005483479820886825,0.0165360300485514,0.0203872685870462,NA,8,8,8
ENSG00000197816.9,CCDC180,-0.7862146077503277,-0.10879895191076844,0.4317417695224759,0.02084745859401837,0.0378853377427558,0.000401842994039769,NA,21,25,25
ENSG00000179933.4,C14orf119,-0.7861338577562244,-0.10087617767095307,0.43178907052896953,0.024968790092399773,0.0275464568773739,0.00267917883162937,NA,19,21,21
ENSG00000232653.4,GOLGA8N,0.7861248782804051,0.046494215351801524,0.4317943306312122,0.09161945177813843,0.265129290541713,1.86377576424316e-24,NA,16,17,17
ENSG00000103275.14,UBE2I,0.7860152635110204,0.1271990415466872,0.4318585450445027,0.025961587911961063,0.109463475269778,2.19642159039548e-10,NA,14,20,20
ENSG00000221823.6,PPP3R1,0.785832362044053,0.10035495946364106,0.4319657045149581,0.022727213328558503,0.0736631262663006,5.11572990046371e-07,NA,7,9,9
ENSG00000257542.4,OR7E47P,0.7854402180566178,0.07409277879466887,0.4321955082323705,0.044157183888344526,0.0245757832767905,0.0045298714844689,NA,43,50,50
ENSG00000196365.7,LONP1,-0.7852986253057431,-0.0571722856373889,0.43227850163085824,0.17135073246688068,0.235460807435867,2.09568972325496e-21,NA,43,49,49
ENSG00000118418.10,HMGN3,-0.7852173128547214,-0.1455620026791884,0.43232616641094335,0.018076830869788403,0.112580521842123,4.34440308366719e-10,NA,10,11,11
ENSG00000070423.13,RNF126,-0.7850763028033787,-0.18274031836879853,0.4324088327145863,0.01387836143558317,0.0153854046194732,0.0250258972330856,NA,5,5,5
ENSG00000167702.7,KIFC2,0.7850531257656947,0.05494288280280208,0.43242242099080297,0.13421601033513236,0.169023483122478,2.09731145604053e-15,NA,37,48,48
ENSG00000272091.1,RP4-758J24.5,-0.7845189089404232,-0.04460218572114961,0.432735691133074,0.12703215198039902,0.165528143807534,5.74473211739149e-16,NA,6,6,6
ENSG00000031691.6,CENPQ,-0.7844031155794954,-0.05401258746367989,0.43280361084757457,0.08864864091291369,0.270811580758199,1.28092172809646e-25,NA,29,37,37
ENSG00000163785.8,RYK,-0.784382982856178,-0.16215895866261126,0.4328154205205167,0.014098731035658786,0.0492057650233755,4.64133714938753e-05,NA,10,11,11
ENSG00000266521.1,RP11-650P15.1,-0.7842907798399653,-0.031111605453631935,0.4328695083566054,0.16135499337298104,0.20825446694601,1.18219465637855e-18,NA,47,51,51
ENSG00000253988.1,RP11-489O18.1,-0.7839640493463602,-0.1717354411389822,0.43306120543261417,0.013073868092049403,0.0269741208646463,0.00289555928614106,NA,17,21,21
ENSG00000104320.9,NBN,0.7839138156664165,0.07082205012146364,0.4330906825487857,0.0526887305344048,0.0561313055940737,1.38549359082351e-05,NA,30,33,33
ENSG00000100036.11,SLC35E4,-0.7838302408047555,-0.17603629923237005,0.4331397268377335,0.0135246047827033,0.0154673545259381,0.022533659646492,NA,12,14,14
ENSG00000158270.10,COLEC12,0.7838028325191322,0.07104510862475491,0.4331558115589469,0.05366989486716171,0.0701009722803798,1.18990387965949e-06,NA,30,31,31
ENSG00000173926.5,MARCH3,-0.7835021106617411,-0.08505573478152999,0.4333323147266436,0.03591322504534075,0.0939167617009976,7.95301277205155e-09,NA,32,41,41
ENSG00000006282.15,SPATA20,0.7834658214982612,0.030322754339027234,0.4333536167967218,0.47807727126521116,0.665356356017589,7.41986884737249e-95,NA,10,12,12
ENSG00000130653.11,PNPLA7,0.783307378096925,0.08998230552107259,0.43344663161388197,0.058332619222300666,0.0744919336102958,5.66961446001165e-07,NA,16,18,18
ENSG00000273148.1,RP5-1068E13.7,-0.7832727372947005,-0.094542906779211,0.43346696917001104,0.02600077973362641,0.0890188163340532,2.7020857220825e-08,NA,3,4,4
ENSG00000083828.11,ZNF586,0.7830434220933048,0.05268941276181974,0.4336016136522767,0.1026407404782875,0.0831619912387319,2.9777536534015e-08,NA,44,55,55
ENSG00000242034.1,RP11-1396O13.1,-0.782849929970512,-0.15491209608332634,0.433715243100562,0.00731894636204494,0.0524252670096223,2.59904316567367e-05,NA,3,5,5
ENSG00000140521.7,POLG,0.7828417337045807,0.07925493447004593,0.4337200567885581,0.04587259382323705,0.0800478088439565,1.89362410099652e-07,NA,15,16,16
ENSG00000138629.11,UBL7,-0.7827072102140423,-0.14157542602758702,0.43379906719293126,0.025824936602855713,0.0886073707000344,1.98724755560288e-08,NA,2,2,2
ENSG00000103326.6,CAPN15,0.7822180382122514,0.15922772136372032,0.43408644533993246,0.015394164377295768,0.0568138773080867,1.28565059740069e-05,NA,5,5,5
ENSG00000223930.1,RP11-33A14.1,-0.782183630570033,-0.05777971661399382,0.4341066632383406,0.033079702183560294,0.0117746548804703,0.049875944114443,NA,28,30,30
ENSG00000173566.9,NUDT18,0.7821531635838862,0.09875053135512239,0.4341245660651484,0.041036220907663054,0.070489317661853,9.19263973863071e-07,NA,21,25,25
ENSG00000231167.3,YBX1P2,-0.7817552492051072,-0.12784559396290704,0.4343584252845427,0.007974269555505079,0.0243135349436565,0.00433840593751268,NA,11,12,12
ENSG00000006606.4,CCL26,-0.7816771000243732,-0.1523818900807168,0.43440436307647734,0.015048058043628212,0.0179746823977073,0.0149115077663667,NA,18,26,26
ENSG00000225264.3,ZNRF2P2,0.7816432701246696,0.12206262020842226,0.43442424989930506,0.022626433717244473,0.0424992263900157,0.000176434311763609,NA,20,22,22
ENSG00000144115.12,THNSL2,-0.7815321062724487,-0.017398280258461872,0.43448960099777767,0.5637053388844752,0.643822248703941,6.5750142330127e-87,NA,34,52,52
ENSG00000204104.7,TRAF3IP1,0.7813680461929873,0.08798187353511816,0.43458605914772874,0.025487097008185907,0.0280452202936301,0.00231967522698974,NA,18,19,19
ENSG00000123815.7,ADCK4,-0.7813196564009003,-0.22728107368812311,0.43461451200038115,0.007414118850426149,0.0230992292599206,0.00508878333113032,NA,5,5,5
ENSG00000161813.16,LARP4,0.781302558111348,0.09190953467247667,0.43462456592991516,0.05627831746300549,0.0603155339392946,7.14356171197798e-06,NA,29,35,35
ENSG00000262155.1,RP11-266L9.5,0.7807902836708371,0.10915616957462862,0.434925849641842,0.030645266725979583,0.120407240829106,3.17440373349365e-11,NA,13,15,15
ENSG00000197070.9,ARRDC1,-0.780497797865512,-0.06907122559568046,0.43509792323000274,0.11975141271622863,0.191557753650717,2.52332676970437e-17,NA,26,32,32
ENSG00000256589.1,ENPP7P5,-0.7801544070243837,-0.4010312113863878,0.43529999511679807,0.002614520887587615,0.0203548326221219,0.00930876884654038,NA,1,2,2
ENSG00000165948.6,IFI27L1,-0.7800673494810143,-0.05105740198771676,0.4353512336307096,0.1559118633881142,0.234451767210433,1.71754970787733e-21,NA,52,58,58
ENSG00000105650.17,PDE4C,0.7800284013112353,0.10924597501919606,0.43537415805913826,0.015808734073450424,0.0414318892633014,0.000206447220505203,NA,6,8,8
ENSG00000121413.8,ZSCAN18,-0.7799940215205525,-0.1578373492685278,0.4353943941728149,0.01828613341801779,0.0662065170972955,1.40633507430078e-06,NA,4,4,4
ENSG00000165810.12,BTNL9,-0.7796004282219844,-0.13378467247671946,0.4356261037877457,0.028186603283393456,0.11148514175667,3.89684544531916e-10,NA,15,20,20
ENSG00000179152.14,TCAIM,-0.7795576480700998,-0.06571662946484806,0.43565129288275106,0.053237259114821245,0.0392926735009871,0.000295880547522532,NA,55,64,64
ENSG00000230445.4,LRRC37A6P,0.7790957614036492,0.1733825280806759,0.43592330677454993,0.008194252170710306,0.025746120701039,0.0034258397780264,NA,10,12,12
ENSG00000105695.10,MAG,0.7788980060433017,0.1376860943115999,0.43603979862149556,0.015207504563901086,0.423853231182187,2.29974004086738e-44,NA,16,19,19
ENSG00000165915.9,SLC39A13,-0.7788595597965433,-0.09835258681622985,0.43606244825442786,0.02147039640216898,0.0459427720305381,9.87587642484112e-05,NA,4,4,4
ENSG00000170291.10,ELP5,-0.77874238910937,-0.26807314312332153,0.43613148058160145,0.004778989780692834,0.0381288910568971,0.00041186572028375,NA,11,13,13
ENSG00000073861.2,TBX21,0.7785121134522925,0.13299383648036475,0.436267168230986,0.02411588177176078,0.0174514203529233,0.0166554310354685,NA,16,17,17
